code,product_name,countries,ingredients_text,sugars_100g,nutrition_grade_fr,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,proteins_100g,energy_100g,brands,additives_n,nutrition-score-fr_100g,carbohydrates_100g,pnns_groups_combined
0000000036252,lion peanut x2,"france, us","milk chocolate coating (evaporated cane juice, cocoa butter, unsweetened chocolate, whole milk powder, soy lecithin, natural vanilla), dried cranberries (cranberries, sugar, sunflower oil), pure food glaze",38.1,E,20.0,11.100000000000001,0.09652,2.5,2.5,1883.0,sunridge,1.0,16.0,70.0,snacks sucrés
00011747,triple belgian chocolaté chunk cookies,"uk,france",unknown,34.4,E,27.280193098331473,11.100000000000001,0.85,2.9,5.6,2184.0,marks & spencer,0.0,16.0,57.46464558469704,snacks sucrés
00025751,honey roast ham,"royaume-uni,france","porc d’origine britannique (élaboré avec 120 g de porc cru pour 100 g de jambon rôti au miel); sucre; miel (2%); sels de salaison (sel, conservateur: nitrite de sodium); sirop de sucre caramélisé.  ",2.9000000000000004,C,2.0,0.7000000000000002,2.0,0.1,18.380000000000003,564.0,"marks & spencer,m&s",1.0,8.0,4.300000000000001,snacks sucrés
00048569,barbecue sauce,"france, us",unknown,32.7,D,7.5,0.7999999999999998,1.28,1.8,1.1,665.0,"mark and spencer, trader joe's",0.0,11.0,67.5,graisses et sauces
00080910,poulet tikka masala et riz pilaf,"uk,france",unknown,0.5999999999999996,A,6.1730911646774995,1.6,0.63,2.7,8.9,619.0,marks & spencer,0.0,12.0,13.85763598622372,poissons viandes et œufs
00099134,belgian milk chocolate rice cakes,"france,united kingdom",unknown,26.4,E,27.4353072795087,11.100000000000001,0.13,2.1,7.9,2013.0,m&s,0.0,16.0,45.10367254574444,snacks sucrés
00099165,cracked black pepper & salted popped potato chips,"uk,france",unknown,0.9000000000000004,D,30.896108726557216,11.100000000000001,1.65,4.7,6.9,1791.0,marks & spencer,0.0,16.0,13.590982669684703,snacks salés
00109543,"salade de riz, haricots noirs et feta","france,united kingdom",unknown,0.1999999999999993,B,9.466435215272522,3.2,0.73,5.7,5.4,711.0,m&s,0.0,8.0,10.778539446921744,céréales et pommes de terre
0011210008328,sriracha thai chili sauce,"france, us",unknown,38.1,E,0.0,0.0,2.7675,0.0,0.0,418.0,tabasco,0.0,16.0,40.0,graisses et sauces
0016000264793,crunchy peanut butter granola bars,"united states, en:france","whole grain oats, sugar, canola oil, _peanut_ butter (_peanuts_), salt), yellow corn flour, brown sugar syrup, _soy_ flour, salt, _soy_ lecithin, baking soda.",26.2,D,16.7,2.38,1.09,4.76,11.9,1890.0,nature valley,1.0,11.0,66.7,boissons
0016229004019,extrait de noix de coco,"france,united states","extrait de noix de coco (70%), eau, émulsifiant : e435",0.0,D,22.5,11.100000000000001,0.039878,0.0,2.06,916.0,savoy,1.0,12.0,2.849999999999998,boissons
0016229005474,préparation à base de lait de coco,"france, us","eau, extrait de noix de coco 24%, émulsifiant (e435).",3.33,C,10.0,8.33,0.08382,0.0,0.0,418.0,thai agri foods co.  ltd.,1.0,9.0,3.3299999999999983,lait et produits laitiers
0016229902933,unknown product,"france, us","jus de jeune noix de coco (80%), eau, pulpe de noix de coco, sucre, acide citrique (e330).",8.75,B,0.41999999999999993,0.0,0.11684,0.0,0.42,176.0,"foco, thai agri foods co.  ltd.",1.0,8.0,9.579999999999998,snacks sucrés
00191128,rich tea biscuits reduced fat,"france,united kingdom","farine, sucre, beurre",20.4,D,15.055083432747756,3.3,0.7,3.2,8.1,1778.0,m&s,0.0,11.0,57.19242960778629,biscuits and cakes
00195157,4 stonebread garlic breads,"france,royaume-uni","farine de _blé_, eau, _beurre_ d'ail 13%, huile d'olive vierge extra, levure, sel, farine de pomme de terre, _lait_ écrémé en poudre, sucre, fibre végétale, orge maltée, agent de traitement de la farine : acide ascorbique, _beurre_ d'ail et _beurre_ non salé, purée d'ail, poivre blanc moulu, jus de citron, persil, sel",2.3000000000000007,D,11.9,6.6,2.54,3.1,9.3,1330.0,marks & spencer,1.0,15.0,41.4,snacks sucrés
00286503,chocolate fudge cake,"uk,france",unknown,32.9,E,19.32775649104561,8.2,0.6,1.5,5.4,1749.0,marks & spencer,0.0,16.0,54.219218054325665,snacks sucrés
00315739,sandwich jambon fromage sans gluten,"france,uk",unknown,0.40000000000000036,C,15.645029691373002,5.2,1.25,3.1,11.9,1067.0,marks and spencer,0.0,9.0,13.53019788780728,lait et produits laitiers
00323796,british maris piper just bake chips,"france,united kingdom",unknown,0.9000000000000004,A,4.7,0.8999999999999995,0.127,4.2,2.6,700.0,marks & spencer,0.0,12.0,28.4,snacks salés
00332408,double chocolate mini bites,"france,united kingdom",unknown,38.1,E,24.443853273435934,11.100000000000001,0.23,2.1,5.8,1962.0,m&s,0.0,16.0,55.83022673260139,snacks sucrés
00335591,gluten free christmas pudding,"united kingdom,france","dried vine fruits 43% (sultanas, raisins, currants), sugar, cider 6%, vegetable suet (palm oil, rice flour, sunflower oil, pasteurised free range egg, gluten free breadcrumbs (rice flour, chickpea flour, cornflour, salt, dextrose), dark rum 3%, brandy 3%, gluten free flour (rice flour, potato flour, maize flour) , humectant: glycerol, black treacle, molasses, orange peel, amontillado sherry 1%, nibbed almonds, glucose syrup, lemon peel, ground spices (coriander, cinnamon, ginger, nutmeg, caraway, cloves), salt, acidity regulator: citric acid  ",38.1,D,4.7,2.4000000000000004,0.230124,3.4,3.1,1242.0,marks & spencer,2.0,12.0,58.1,fruits et légumes
00349031,salade avocat et oeuf,"france,uk",unknown,1.5,A,4.351579618729726,1.2999999999999998,0.58,5.800000000000001,6.3,490.0,marks and spencer,0.0,12.0,12.550635949019401,poissons viandes et œufs
00364317,flapjack mini bites,"france,united kingdom","flocons d'avoine (41 %), beurre (23 %), sirop de sucre de canne (16 %), lait écrémé concentré sucré, sucre roux, sel, emulsifiant : lécithine de soja, stabilisant : e903. lait écrémé concentré sucré",29.0,D,22.3,11.100000000000001,0.6858,4.2,6.9,1905.0,marks & spencer,2.0,16.0,54.6,snacks sucrés
00379953,biscuits avec morceaux d'amandes,"uk,france",unknown,19.8,D,29.74782607670884,10.900000000000002,0.4,2.3,6.9,2142.0,marks & spencer,0.0,16.0,42.11454604746194,boissons
0039047001442,sablés pur beurre,"france, suisse","farine de froment, beurre 29%, sucre, sel",23.0,E,26.9,11.100000000000001,1.0,2.0,5.0,2151.0,walkers,0.0,16.0,61.7,snacks sucrés
0039047005440,walkers hazelnut & chocolate chip biscuits,"france,switzerland","farine de blé (farine de blé, carbonate de calcium, fer, niacine, thiamine), morceaux de chocolat noir (15%) (sucre, pâte de cacao, beurre de cacao, émulsifiant, lécithine de soja: arôme naturel de vanille), beurre (lait), sucre, noisettes (9%), huiles végétales (de colza, de palme), morceaux de chocolat au lait (4%) (sucre, lait entier en poudre, beurre de cacao, pâte de cacao, émulsifiant: lécithine de soja; arôme naturel de vanille), sirop de sucre inverti, lait écrémé en poudre, poudres à lever: bicarbonate de sodium, diphosphate disodique: sel, arôme naturel. les allergènes, y compris les céréales quit contiennent du gluten, sont indiqués en gras. présence éventuelle d'outres fruits à coque. ",29.6,E,31.0,11.100000000000001,0.77,2.6,6.5,2222.0,walkers,5.0,16.0,55.2,snacks sucrés
00428170,6 garlic bread slices,"france,royaume-uni","farine de _blé_ (contient : carbonate de calcium, fer, acide nicotinique, thiamine), eau, _beurre_ à l'ail et au persil 23%, sel, levure, farine d'_org_ malté, agent de traitement de la farine : acide ascorbique.",3.620000000000001,D,19.4,11.100000000000001,1.19,1.49,7.23,1590.0,"marks & spencer,simply m&s",3.0,16.0,43.6,boissons
00434010,swiss chocolatr,"uk,france",unknown,31.3,D,30.519698323859636,11.100000000000001,0.03,5.800000000000001,7.7,2464.0,marks & spencer,0.0,16.0,61.12913268775589,snacks sucrés
0044738072342,mae ploy chilli sauce sweet for chicken - 25fl oz [3 units] (044738072342),"france, us",unknown,38.1,E,0.0,0.8999999999999995,2.7675,2.2,0.9,908.0,"mae ploy, theppadungporn coconut co.  ltd.",0.0,16.0,56.67,graisses et sauces
00652070,chocolate brownie mini bites,"uk,france","sucre - beurre (_lait_) - _œufs_ de poules en plein air pasteurisés - masse de cacao - farine de _blé_ contient _gluten_ (avec farine de _blé_, carbonate de calcium, fer, niacine, thiamine) - cacao maigre en poudre - sirop de glucose - humectant: :glycérol - sel - arôme vanille - beurre de cacao - , émulsifiant : lécithine de _soja_ - poudre à lever : e450, bicarbonate de soude.",33.5,E,29.1,11.100000000000001,0.48,3.2,5.9,2003.0,marks & spencer,5.0,16.0,47.1,snacks sucrés
00684750,swiss chocolate milk fruits and nuts,"uk,france",unknown,38.1,E,27.483110764462477,11.100000000000001,0.13,3.0,8.0,2293.0,marks & spencer,0.0,16.0,63.91194085273031,snacks sucrés
00722179,tortillas,"uk,france","farine de blé (carbonate de calcium, fer, niacine, thiamine), eau, huile de palme, farine de blé fermentée, glycérol, e450, bicarbonate de sodium, sucre, e471, sel, e202 ",4.0,B,11.226751162384653,1.9,0.979999999999999,3.4,7.0,1201.0,marks & spencer,5.0,8.0,30.62499119909178,snacks sucrés
00722728,full on flavour - four cheese & red onion,"uk,france","pommes de terre, huile de tournesol, assaisonnement aux quatre fromages et à l’oignon rouge contient oignons séchés, dextrose, sel, lactose, extrait de levure séchée, _fromage_ déshydraté (_fromage_ cheddar, _fromage_ leicester rouge, _fromage_ mozzarella, _fromage_ mascarpone), sucre, persil séché, échalotes séchées, anti-agglomérant : e551, arômes, acide citrique, extrait d'épices, sels de fonte (e331, e339), colorant (extrait de paprika)",2.8000000000000007,C,28.9,2.3,1.524,5.800000000000001,5.9,2145.0,marks&spencer,3.0,9.0,54.5,snacks sucrés
00809382,baked beans in a rich tomato sauce,"uk,france","beans 49%, tomatoes 32%, water, sugar, cornflour starch, salt, dried onions, vegetable oils, paprika extract, ground paprika, spice extracts (clove, capisicum, cinnamon), flavouring, garlic oil",3.6999999999999993,A,0.40000000000000036,0.10000000000000009,0.6604,4.2,4.4,350.0,marks & spencer,1.0,12.0,13.399999999999999,graisses et sauces
0084114009982,sea salt potato chips,"france, us","potatoes, safflower and/or sunflower and/or canola oil, sea salt.",0.0,B,32.14,3.6,0.4,5.4,8.0,2238.0,"kettle brand, kettle",0.0,8.0,57.14,snacks salés
00842983,double chocolate mini bites,"france,united kingdom",unknown,38.1,E,24.443853273435934,11.100000000000001,0.23,2.1,5.8,1962.0,m&s,0.0,16.0,55.83022673260139,snacks sucrés
00852067,sicilian lemon curd,"uk,france","crème de citron de sicile. ingredients sucre, oeufs entiers pasteurisés de poules élevées en plein air (20 %), beurre (18%), jus de citron de sicile concentré (9 %), eau, zestem de citron de sicile concentré, gélifiant : e406, jus de citron concentré contient conservateur : e224, beurre contient sel",38.1,E,16.4,10.7,0.4064,0.1,2.7,1595.0,marks & spencer,2.0,16.0,55.4,snacks sucrés
00859912,extremely fruity,"uk,france",unknown,13.5,B,0.0903815333477418,0.9999999999999996,0.1,0.5,3.8,356.0,marks & spencer,0.0,8.0,22.479391541042382,fruits et légumes
0087684004166,caprisun super v fruit & vegetable juice drink,"united states, en:france","water, grape; apple, and sweet potato juice concentrates; soluble corn fiber; carrot juice concentrate; citric acid; cherry juice concentrate; ascorbic acid (vitamin c); natural flavor; vitamin e acetate; beta-carotene.",7.91,A,0.0,0.0,0.04318,1.7,0.0,167.0000000000001,caprisun,3.0,12.0,10.73,fruits et légumes
0087703138322,boisson aloe vera 500ml,"france, us",unknown,5.2,B,0.0,0.0,0.08,0.0,0.0,159.0,"wang, wang globalnet",0.0,8.0,9.600000000000001,boissons
00888165,moroccan style topped houmous,"uk,france","pois chiches cuits (51 %), eau, oignons rouges (9 %), oignons, huile de colza, tahini (pâte de graines de _sésame_) (7 %), coriandre, sel, purée de piments rouges, ail, gaines de cumin, cumin moulu, gingembre moulu, canelle moulue, clous de girofle, noix de muscade moulue, cardamome moulue.",5.3,A,16.3,1.9,0.8636,5.800000000000001,5.4,985.0,marks & spencer,0.0,12.0,13.8,boissons
00897273,"boeuf aberdeen angus, chutney d'oignon rouge et moutarde","france,united kingdom","bœuf aberdeen angus roti saignant (26%) · farine de blé contient gluten (avec farine de blé, carbonate de calcium, fer, niacine, thiamine) · tomates mûries sur pied · eau · chutney d'oignon rouge caramélisé (7%) (oignons rouges · sucre · vinaigre de malt d'orge (contient gluten) · vinaigre balsamique · huile d'olive · beurre (lait) · purée d'ail rôti · purée de piment rouge) · laitue · roquette · beurre (lait) · sel · vinaigre · huile de colza · farine de moutarde · gluten de blé déshydraté · vinaigre de vin blanc - graines de moutarde brune · levure · fécule de mais · émulsifiant e471 e472e · jaune d’œufs de poules élevées en plein air pasteurisés ~ son de moutarde jaune - œufs de poules élevées en plein air pasteurisés · sucre · piment de la jamaïque · jus de citron · curcuma moulu - cannelle moulue · graines de moutarde noire · huile de palme · graisse de palme · agent de traitement de la farine : acide ascorbique.",2.5999999999999996,A,3.8,0.9999999999999996,0.699999999999999,1.8,11.0,665.0,m&s,2.0,12.0,19.0,snacks sucrés
00898126,poulet césar et bacon,"france,uk",unknown,1.6999999999999993,C,15.163057362579217,4.0,0.93,1.3,13.3,1238.0,marks and spencer,0.0,8.0,22.722601890470607,poissons viandes et œufs
00921367,tikka masala poulet kip,"uk,france",unknown,4.199999999999999,B,6.8647407920359935,2.7,0.5,0.7,13.5,602.0,marks & spencer,0.0,8.0,13.746379003713955,poissons viandes et œufs
00938211,dark chocolate with ginger & lemon,"uk,france",unknown,38.1,E,27.253559594445367,11.100000000000001,0.1,5.800000000000001,5.0,2268.0,marks & spencer,0.0,16.0,63.30153948414052,snacks sucrés
00940863,lightly salted pitta chips,"france,united kingdom",unknown,2.4000000000000004,A,16.0743202009635,1.1000000000000005,0.78,5.800000000000001,11.9,1820.0,m&s,0.0,12.0,46.55940464572674,snacks salés
00955430,4 tofee fudge&chocolate,"uk,france",unknown,11.8,B,9.864506862271519,4.2,0.35,3.1,7.3,866.0,marks & spencer,0.0,8.0,23.359926695097073,snacks sucrés
00964425,cranberry & rapsberry breakfast biscuits,"uk,france","farine, sucre, beurre",17.0,B,13.22949020658606,1.2000000000000002,0.28,3.5,8.6,1837.0,marks & spencer,0.0,8.0,61.60635795136094,biscuits and cakes
00972246,rhubarb fruit pool,"france,uk",unknown,10.8,C,13.697467279715212,7.9,0.08,0.49,2.9,665.0,marks and spencer,0.0,9.0,6.06063116332076,fruits et légumes
00981835,fromage ploughman sur du pain aux graines,"france,united kingdom",unknown,4.4,C,17.91198269971408,7.5,1.08,2.9,7.5,1038.0,m&s,0.0,10.0,9.848177988397453,lait et produits laitiers
00994835,black forest christmas pudding,"united kingdom,france","dried vine fruits 34% (sultanas, raisins, vostizza currants), cherry sauce 9% (glucose syrup, sugar, cherry purée, water, glycerol, cornflour, anthocyanins, citric acid, flavouring), kirsch soaked glacé syrup, anthocyacins, fruit and vegetable extracts (carrot, blackcurrant, radish), citric acid, demerara sugar, wheatflour (wheatflour, calcium carbonate, iron, niacin, thiamin), madagascan dark chocolate pieces 4% (cocoa mass, sugar, soya lecithin, vanilla flavouring), kirsch soaked sour cherries 3% (cherries, brandy, glucose-fructose syrup, anthocyanins, citric acid), pecan nuts, ruby port, brandy, kirsch 2%, stout, vegetable suet (palm oil, rice flour, sunflower oil), pasteurised free range egg, sugar, water, sweetened dried cranberries 2.5%, glycerol, almonds, cognac, molasses, single cream, orange peel, ground spices (coriander, cinnamon, ginger, nutmeg, caraway, cloves), lemon peel, salt, yeast, vinegar, wheat gluten, e471, e472e, sunflower oil, rapeseed oil, palm oil, ascorbic acid",38.1,D,7.300000000000001,3.4,0.100076,3.0,3.0,1299.0,"marks & spencer,marks & spencer collection",5.0,11.0,56.1,snacks sucrés
00994897,cranberry & clementine christmas pudding,"france,united kingdom","dried vine fruits (17%) (raisins, sultanas, vostizza currants), glacé orange slices (12%) (orange, glucose-fructose syrup, sugar, acidity regulator: citric acid), cranberry and clementine sauce (12%) (sugar, cranberry puree · humectant: glycerol, glucose syrup, concentrated clementine juice, cornflour · mandarins, water, clementine liqueur, acidity regulator: citric acid), demerara sugar, wheatflour contains gluten (with wheatflour, calcium carbonate, iron, niacin, thiamin), clementine liqueur soaked cranberries (6%) (sugar, cranberries, clementine liqueur, sunflower oil), cider, vegetable suet (palm oil, rice flour, sunflower oil), brandy, glace cherries (1.5%) (cherries, glucose-fructose syrup, colour: anthocyanins (from grapes), acidity regulator: citric acid), almonds (1.5%), humectant: glycerol, clementine liqueur, pasteurised free range egg, single cream (milk), molasses, sherry, walnuts, water, ground spices (coriander, cinnamon, cloves, fennel, ginger, nutmeg, cardamon), black treacl, glucose syrup, orange peel, salt,  sugar, lemon peel, yeast, colour: e171, e172, vinegar, wheat gluten, clementine flavouring, emulsifier: e471, e472e, rapeseed oil, palm oil, acidity regulator: citric acid, flour treatment agent: ascorbic acid.  ",38.1,D,6.4,3.2,0.230124,2.7,2.7,1333.0,"marks & spencer,marks & spencer collection",5.0,12.0,60.5,fruits et légumes
0613008730772,arizona blueberry white tea,"suisse,belgique, en:france","eau,sucre,jus de poire à base de concentré 4%, jus de myrtilles à base de concentré 1%, miel, arôme naturel, extrait de thé blanc 0.06%,antioxydant: acide ascorbique,acidifiant: acide citrique ",8.5,B,0.0,0.0,0.01,0.0,0.01,125.0,arizona,2.0,8.0,8.8,snacks sucrés
0627843237037,seva eau d'érable,"france, us",sève d'érable pure biologique,2.0,B,0.0,0.0,0.0457,0.0,0.0,33.59999999999991,seva,0.0,8.0,2.0,boissons
0710069061323,soupe saveur poulet,"france,états-unis","nouilles : farine de _blé_,pétrole de paume, sel, sel minéraux. sachet de saveur : sel, sucre, protéines végétale hydrolisées, maitodexin, levure,poudre d'oignon, disodium, guanylate, inosinate, cibouies, dioxyde de silicium,poivre,poudre au gingembre, céleri en poudre, poudre de tumeric, acide de malic, poudre de caramel et d'ail,carotte séché, oignon seché et mais.",1.0,D,20.0,6.0,1.2,0.0,5.0,1255.0,gefen,1.0,13.0,63.08,snacks sucrés
0747599607646,ghiradelli chocolate - milk & caramel,"france, us","sugar, whole milk powder, cocoa butter, corn syrup, unsweetened chocolate, sweetened condensed milk (pasteurized milk, sugar), palm oil, water, butter (cream, salt), natural and artificial flavor, salt, disodium phosphate, soy lecithin - an emulsifier, sorbitol, potassium sorbate, citric acid and tbhq - preservatives, vanilla",38.1,D,10.0,6.0,0.3683,2.6,5.26,753.0,"ghiradelli, ghirardelli chocolate,  ghirardelli chocolate company",5.0,15.0,60.53,snacks sucrés
0753656701264,think thin protein bar,"france, us","protein blend (whey protein isolate, soy protein isolate, calcium caseinate, casein), glycerin, coating (maltitol, cocoa butter, chocolate, sodium caseinate, milk fat, soy lecithin, natural flavors, salt), maltitol, peanuts, soy crisps (soy protein isolat",4.0,B,9.0,0.0,1.0,0.0,18.380000000000003,1046.0,"thinkthin, thinkthin  llc",3.0,8.0,23.0,snacks sucrés
0832697000595,chips de banane plantain,"chili,france,espagne,suisse,royaume-uni","banane plantain (70%), huile végétale non hydrogénée (oléine de pa|me).",21.4,D,34.974999999999994,11.100000000000001,0.0,5.800000000000001,1.0,2239.0,"samai,samai snacks",0.0,15.0,60.7,fruits et légumes
0857756004468,chocolate almond fudge,"france, us",unknown,14.0,B,9.68,1.6,0.19,2.2,3.2,904.0,"df mavens, fal foods usa inc",0.0,8.0,27.96,snacks sucrés
0898999000718,pure coconut water lemonade,"united states, en:france","coconut water, natural lemon puree, natural fruit sugar, vitamin c",6.25,B,0.0,0.0,0.03048,0.0,0.42,121.00000000000011,"vitacoco, all market inc.",0.0,8.0,7.079999999999998,fruits et légumes
2000000018075,chorizo fort u,"royaume-uni,france",unknown,2.0,E,34.974999999999994,11.100000000000001,2.7675,0.0,18.380000000000003,2054.0,unknown brand,0.0,16.0,2.899999999999995,céréales et pommes de terre
2000000036611,garniture bouchée à la reine,polynésie française,"eau, quenelles de volaille 19% (farine de _blé_, graisse de boeuf, eau, viande de dinde 2.5%, blancs d'_oeuf_, sel, _gluten_ de _blé_, _lactose_, protéine de _lait_, extrait naturel de poivre), viande de dinde traitée en salaison cuite 6.6% (viande de dinde 6.3%, amidon de _blé_, sel, diphosphates), viande de dinde saumurée cuite 3.3% (viande dinde 2.6%, eau, sel, diphosphates, triphosphates, polyphosphates), champignons de paris saumurés (champignon de paris 3.3%, eau, sel, acide citrique, acide ascorbique), amidon modifié de maïs, amidon de riz, farine de _blé_, huile de tournesol, sirop de glucose, protéines de _lait_, arômes (_blé_,_lait_,_oeufs_), vin blanc, _oeufs_, _crème_ fraiche, sel",0.8000000000000007,C,5.3,2.5,1.1,0.0,3.5,404.0,carrefour,5.0,8.0,8.5,lait et produits laitiers
20025847,gaufres aux oeufs frais,"france,switzerland","32 % _oeufs_ frais, sucre, farine de _blé_, huile de colza, matière grasse de palme, farine de _soja_, poudre de lactosérum (_lait_), sel, émulsifiant : lécithine de _soja_ ; arôme naturel.",33.0,E,23.0,5.3,0.619999999999999,0.0,8.4,1893.0,confiserie firenze,1.0,16.0,52.0,snacks sucrés
20026370,vine leaves stuffed with rice,"francia,españa","60 % riz cuit (eau, 20 % riz), 10 % feuilles de vigne, oignons, huile de _soja_, sel, aneth, menthe, poivre noir, acidifiant : acide citrique.",1.5,C,6.8,1.6,1.21,0.0,2.1,587.0,eridanous,1.0,8.0,16.5,céréales et pommes de terre
20033347,olives vertes,"france,royaume-uni","olives dénoyautées, eau, sel, acidifiant: acide citrique, antioxydant: acide ascorbique",0.0,C,17.0,3.0,2.7675,2.3,1.0,660.0,baresa,2.0,10.0,-3.552713678800501e-15,boissons
20036768,"lait entier (3,6 % mg)","frankreich,deutschland,italien",lait entier stérilisé uht.,4.800000000000001,C,3.6000000000000005,2.2,0.6,0.0,3.2,269.0,"milbona,lidl stiftung & co. kg",0.0,7.84488253142316,4.800000000000001,lait et produits laitiers
20069865,préparation pour pain ciabatta,"france,allemagne","86% farine de froment (_céréales contenant du gluten_), 6% semoule de _blé_ dur, farine de germe de _blé_, sel, 1,7% levure sèche (levure, émulsifiant : monostéarate de sorbitane), levain de froment (_céréales contenant du gluten_) déshydraté, dextrose, poudres à lever : glucono-delta-lactone, carbonates de sodium ; farine de froment (_céréales contenant du gluten_) de gonflement, agent de traitement de la farine : acide ascorbique.",2.6999999999999993,A,1.5,0.2999999999999998,1.45,3.0,8.3,967.0,"belbake,navarre",4.0,12.0,43.9,céréales et pommes de terre
20078171,"milbona haltbare fettarme milch 1,5%","belgien,frankreich,deutschland",lait demi-écrémé.,4.800000000000001,B,1.5999999999999996,0.9999999999999996,0.13,0.0,3.2,195.0,"envia,milbona",0.0,8.0,4.800000000000001,lait et produits laitiers
20101268,céréales fourrées à la noisette,"frankreich,deutschland","45% céréales (farine de _blé_, farine de riz), sucre, huile de palme - huile de colza, 4% _noisettes_ broyées, _lactose_, cacao maigre en poudre, sel de cuisine, émulsifiant : lécithine (_soja_); extrait de vanille, arômes.",36.0,D,15.0,3.5,0.45,3.3,5.7,1896.0,crownfield,1.0,12.0,71.6,snacks sucrés
20131562,chocolat croustillant noisette,"frankreich,deutschland","sucre, pâte de cacao, matière grasse végétale, noisettes, lait écrémé en poudre, beurre de cacao, cacao en poudre, beurre concentré, poudre de lactosérum, farine de riz, émulsifiant : lécithine d tournesol; gluten de blé, farine d'orge malté, sel, extrait de vanille.",38.1,E,34.974999999999994,11.100000000000001,0.23,4.4,7.7,2342.0,mister choc,1.0,16.0,45.5,snacks sucrés
20195090,fin carré puur,"nederland,frankrijk","ingrediênten: suiker, cacaomassa, cacaoboter, emulgator: iecithinen, natuurlijk vanillearoma, droge cacaobestanddelen in pure chocolade: ten minste 45%.  ",38.1,E,28.6,11.100000000000001,0.01,0.0,4.6,2152.0,"fin carré,lidl",0.0,16.0,56.3,snacks sucrés
20201920,oriental mix,"autriche,france,allemagne,italie,suisse","cacahuètes 54% (origine:argentine), amidon de pomme de terre et de maïs, huile de colza, farine de riz, sucre 2,9%, sel de cuisine, dextrose, herbes aromatiques, épices, cacao en poudre, extrait de curcuma, bouillon en poudre (protéines de soja hydrolysées, huile de tournesol), colorant (extrait de paprika), oignon, extrait de poivre, ail, extrait de levure, maltodextrine, antagglomérant (dioxyde de silicium), arômes (dont blé), conservateur (acétate de sodium), protéines de soja hydrolysées, acidifiant (acide citrique), edulcorant (aspartame (contient phénylalanine))",6.1,E,33.2,4.8,2.55,0.0,14.7,2210.0,"vitasia,lidl",4.0,16.0,41.1,snacks sucrés
20233815,"12 macarons framboise, chocolat, pistache et café","france,belgique","sucre, eau, 13% _amandes_, farine de _blé_, beurre (_lait_), farine de maïs, _lait_ entier, préparation pour crème pâtissière (sucre, amidon modifié de pomme de terre, crème (_lait_) en poudre, dextrose, épaississant : alginate de sodium; sel, arôme naturel de vanille, colorant : caroténoïdes), 2,3% purée de framboise sucrée (2,1% framboise, sucre), 2,2% blanc d'_oeuf_ en poudre (2,1% blanc d'_oeuf_, correcteur d'acidité: acide citrique; agent moussant: citrate de triéthyle), 1,7% chocolat noir (sucre, pâte de cacao, cacao maigre en poudre, beurre de cacao, émulsifiant: lécithines: arôme naturel de vanille), cacao maigre en poudre, 0,7% pâte de _pistache_, 0,6% extrait de café (0,3% café, sucre, eau), gélifiant: pectines; purée concentrée de citron (jus concentré de citron, correcteur d'acidité: acide citrique; eau, pulpe de citron, sucre, citron), 0,07% café soluble, malt d'_orge_, colorants: caroténoïdes, curcumine, complexes cuivre-chlorophylines, carmins; arôme _pistache_.",38.1,D,13.7,4.0,0.14,0.0,8.1,1680.0,noblissima,5.0,16.0,59.9,snacks sucrés
20258207,purée,"france,espagne","pommes de terre déshydratées (99%), émulsifiant : mono- et diglycérides d'acides gras alimentaires, stabilisant: diphosphate de sodium, extrait d'épice: curcuma,conservateur: métabisulfite de sodium, antioxydant : palmitate d'ascorbyle, acidifiant : acide citrique.",0.9000000000000004,A,0.5,0.3999999999999999,0.13,5.800000000000001,7.5,1490.0,harvest basket,5.0,8.402917614835028,76.0,fruits et légumes
20261894,chips de verduras,"france,espagne","65% verduras en proporción variable (chirivía, boniato, remolacha roja, zanahoria), aceite de girasol, 1% sal marina.",19.7,D,34.9,3.7,1.0,0.0,4.4,2148.0,crusti croc,0.0,16.0,40.5,snacks salés
20301927,pâte d'olives taggiasco,"francia,españa","89 % olives taggiasca dénoyautée en saumure, 10 % huile d'olive vierge extra, sel, plantes aromatiques en proportions variables (thym, laurier, romarin), correcteur d'acidité : acide citrique.",4.0,E,34.974999999999994,5.7,2.7675,0.0,1.4,1557.0,italiamo,1.0,16.0,4.0,graisses et sauces
20377274,crowni haselnuss,"belgique,france,allemagne,italie,pays-bas","pétales de riz 52% (riz, _blé_ 8,4%, _gluten de blé_, _farine de blé_, extrait de _malt d'orge_, sel de cuisine, germes de _blé_, _lait_ écrémé en poudre), édulcorant (sirop de maltitol), _noisettes_ entières et hachées, matière grasse de coco, humectant (glycérol), arôme naturel, émulsifiants  : esters citriques des mono- et diglycérides d'acides gras",1.0999999999999996,A,11.1,3.5,0.45,3.6,9.0,1643.0,crownfield,2.0,12.0,68.9,lait et produits laitiers
20385286,6 american style pancakes,"frankreich,deutschland","farine de _blé_, huile de palme, _œuf_, sucre, eau, poudre de lactosérum (_lait_), poudres à lever: carbonates de sodium, phosphates de calcium; sel, correcteur d'acidité: acide citrique; émulsifiant: lécithines (tournesol); arôme naturel.",17.7,E,22.9,10.0,1.41,0.0,5.4,1600.0,mcennedy,4.0,16.0,38.4,snacks sucrés
2043738099999,biscuits aux céréales au chocolat au lait,"france,pays-bas,allemagne,espagne",unknown,30.9,E,20.7,9.4,1.36,4.8,7.5,2043.0,hema,0.0,16.0,65.4,snacks sucrés
